env_id,mass_g,mass_kg,tilt_deg,bending_lever_arm_m,payload_normal_offset_m,settled,settle_time_s,sample_count,tare_sample_count,sample_max_relative_speed_m_s,sample_max_relative_angular_speed_rad_s,sample_max_position_error_m,sample_max_abs_downhill_displacement_m,sample_max_payload_tool_angle_deg,sample_min_edge_margin_m,sample_min_broad_normal_z,sample_max_broad_normal_z,sample_max_abs_sensor_axis_z,expected_Fx_N,Fx_N,Fx_std_N,raw_Fx_N,raw_Fx_std_N,tare_Fx_N,tare_Fx_std_N,Fx_error_N,expected_Fy_N,Fy_N,Fy_std_N,raw_Fy_N,raw_Fy_std_N,tare_Fy_N,tare_Fy_std_N,Fy_error_N,expected_Fz_N,Fz_N,Fz_std_N,raw_Fz_N,raw_Fz_std_N,tare_Fz_N,tare_Fz_std_N,Fz_error_N,expected_Mx_Nm,Mx_Nm,Mx_std_Nm,raw_Mx_Nm,raw_Mx_std_Nm,tare_Mx_Nm,tare_Mx_std_Nm,Mx_error_Nm,expected_My_Nm,My_Nm,My_std_Nm,raw_My_Nm,raw_My_std_Nm,tare_My_Nm,tare_My_std_Nm,My_error_Nm,expected_Mz_Nm,Mz_Nm,Mz_std_Nm,raw_Mz_Nm,raw_Mz_std_Nm,tare_Mz_Nm,tare_Mz_std_Nm,Mz_error_Nm,measured_force_tilt_deg,measured_bending_tilt_deg,measured_lever_from_My_Fx_m,measured_lever_from_Mx_Fy_m,effective_Mz_Fy_ratio_m
29,300,0.3,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.000856243830639869,0.0093051977455616,0.0008676335564814508,0.0008615553379058838,0.05595291033387184,0.039138443768024445,0.985869288444519,0.985869288444519,0.0003848075866699219,2.901413917541504,2.900222501489861,5.831038153442536e-07,4.834365238746007,5.831038153442513e-07,1.9341427372561562,1.9898272001047813e-07,-0.0011914160516428574,-0.49299609661102295,-0.4916096863647281,2.805523849403376e-07,-0.8210418028136094,2.80552384940337e-07,-0.32943211644887926,8.204299306376786e-08,0.0013864102462948225,-0.0011324882507324219,-0.0015756462579399036,1.4120681962322551e-07,-0.001832738938780191,1.4120681962322551e-07,-0.00025709268084028736,4.716321663207524e-08,-0.0004431580072074817,0.06596509367227554,0.06577969169658125,3.1567843064381904e-08,0.1098246056276063,3.1567843064381844e-08,0.0440449139310254,1.1542539092954747e-08,-0.00018540197569429095,0.38824594020843506,0.3880855994092096,9.35850291923416e-08,0.6466805423299472,9.358502919234141e-08,0.2585949429207378,2.481083760460225e-08,-0.00016034079922544464,-0.010318138636648655,-0.0103063507737905,2.4827754915974613e-08,-0.010305906382078926,2.4827754915974676e-08,4.4439171157743357e-07,5.073601965007276e-09,1.1787862858155668e-05,9.620621752101007,9.620082488550809,0.13381235377970063,0.1338047103648379,0.02096449899106373
30,310,0.31,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0010900330962613225,0.012246444821357727,0.0008513920474797487,0.0008452385663986206,0.06852804124355316,0.03915476053953171,0.9858716726303101,0.9858720302581787,0.0003941059112548828,2.9981350471576054,2.9969072918097255,0.0014820686694117118,4.931049688657125,0.001482068669411715,1.934142396847407,1.5446921887247472e-07,-0.0012277553478798886,-0.5093855385979017,-0.5079607288870531,0.009150205544714867,-0.8373927844067415,0.00915020554471486,-0.3294320555196868,9.934371073651014e-08,0.0014248097108485736,-0.001197133461634318,-0.0016576746746573589,0.005314933461028706,-0.0019147606680841515,0.005314933461028711,-0.0002570859934268002,6.012755646055303e-08,-0.0004605412130230409,0.06815788773819804,0.06796715763501031,0.0012179017824337733,0.11201206411545475,0.001217901782433773,0.044044906480444804,1.1893205625058415e-08,-0.0001907301031877362,0.401188018048803,0.40102226684490644,9.942031772838738e-05,0.6596171602606773,9.942031772838723e-05,0.25859489341576897,2.2073913522116047e-08,-0.00016575120389655806,-0.0107102684249791,-0.010697037422931979,0.000290937348274532,-0.010696593303388605,0.0002909373482745314,4.441195433931474e-07,4.449694666771912e-09,1.3231002047121854e-05,9.619919970763808,9.619350297062757,0.13381203614167972,0.13380396115252258,0.021058788238156306
31,320,0.32,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008367423433810472,0.009127258323132992,0.0008292397833429277,0.0008231624960899353,0.05595291033387184,0.03917683660984039,0.9858741760253906,0.9858742952346802,0.0004012584686279297,3.0948567390441895,3.0935861064328045,0.00100167789070612,5.027728462219239,0.0010016778907061207,1.9341423557864295,1.8449066474045964e-07,-0.0012706326113849364,-0.5257734656333923,-0.5243062015208939,0.012759536297205297,-0.8537382302184899,0.01275953629720529,-0.32943202869759663,8.693061507496308e-08,0.0014672641124984231,-0.001259446144104004,-0.0017377771894745108,0.010435730474141074,-0.001994860051975896,0.01043573047414108,-0.00025708286250139485,5.918726541692406e-08,-0.00047833104537050686,0.07034962624311447,0.07015323334684007,0.0017020869305211554,0.11419813862691323,0.0017020869305211551,0.04404490528007348,1.1581951974376483e-08,-0.00019639289627440548,0.4141251742839813,0.4139538860983306,0.00020769156311669485,0.672548774878184,0.00020769156311669488,0.25859488877985215,2.7533009668534566e-08,-0.0001712881856507087,-0.011122577358037233,-0.011108997191489696,0.00041477631579422074,-0.01110855305256943,0.0004147763157942207,4.4413892020934833e-07,5.2591536079814635e-09,1.3580166547537062e-05,9.61918000791793,9.618591924257492,0.13381036501216328,0.13380202855381335,0.02118799502898307
32,330,0.33,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008215717971324921,0.009678899310529232,0.0008019506349228323,0.0007962509989738464,0.05595291033387184,0.03920374810695648,0.9858766794204712,0.9858766794204712,0.00040984153747558594,3.1915786266326904,3.190269249677643,0.000726355326988185,5.124411873022715,0.0007263553269881845,1.9341426233450572,1.973445895942829e-07,-0.0013093769550476253,-0.5421583652496338,-0.5406428103645632,0.00042995533280370927,-0.8700749213496844,0.00042995533280370895,-0.32943211098512015,9.129613273006244e-08,0.0015155548850706024,-0.0013265609741210938,-0.001816118298706382,0.0013612248476366203,-0.00207321986866494,0.0013612248476366218,-0.0002571015699585486,4.639801879916623e-08,-0.0004895573245852882,0.07253934815526009,0.07233646175720633,5.9200461630113756e-05,0.11638137477760514,5.920046163011368e-05,0.04404491302039888,1.2621032909471423e-08,-0.00020288639805375597,0.42705298960208893,0.42687614518735306,2.241177673041373e-05,0.6854710730413596,2.241177673041372e-05,0.25859492785400817,2.8431445847004758e-08,-0.0001768444147358661,-0.011554788798093796,-0.011543894753285266,2.2677492986780603e-05,-0.011543451358253758,2.267749298678059e-05,4.4339503154510063e-07,5.017786455111994e-09,1.089404480852929e-05,9.61831733807386,9.617714948059636,0.13380567963988815,0.1337971399424119,0.021352165481496096
33,340,0.34,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.001069124904461205,0.012107731774449348,0.0005748525727540255,0.0005699470639228821,0.07912936061620712,0.039430052042007446,0.9858788251876831,0.9858793020248413,0.0004200935363769531,3.288301236430804,3.286966862943429,0.0021294833812624146,5.221109759807587,0.0021294833812624137,1.9341428968641492,1.8730572202412947e-07,-0.0013343734873747515,-0.5585381001234054,-0.5568825879858582,0.01484675865095088,-0.8863147479792436,0.014846758650950885,-0.3294321599933836,7.593159176453299e-08,0.0016555121375472215,-0.0013971765836079916,-0.0018538065319363482,0.009005583280184255,-0.002110878348078889,0.009005583280184255,-0.000257071816142545,5.6736229983280185e-08,-0.00045662994832835666,0.07471917731066545,0.07449775992168307,0.0019740146466096574,0.11854267753660679,0.0019740146466096574,0.04404491761492358,1.0829341125407564e-08,-0.00022141738898237562,0.4399285045762857,0.43989508557650675,0.0001660436584766104,0.6984900467097759,0.00016604365847661042,0.25859496113326813,2.2577067928198363e-08,-3.341899977893359e-05,-0.012648608764478316,-0.012856496770068412,0.00047650547892828495,-0.01285605358813579,0.0004765054789282851,4.431819326732188e-07,5.060221238597879e-09,-0.00020788800559009592,9.61582308599147,9.612038613677145,0.13383009440581561,0.13377642168904536,0.023086548309165122
34,350,0.35000000000000003,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0009662483353167772,0.011521656066179276,0.00016851956024765968,0.0001678764820098877,0.06852804124355316,0.03983212262392044,0.9858810305595398,0.9858813285827637,0.0004271268844604492,3.385023801525434,3.3836346036857945,0.0005547230115243147,5.317777500549952,0.0005547230115243148,1.9341428968641492,1.8730572202412947e-07,-0.0013891978396394222,-0.574922846754392,-0.5733234359986235,0.0019069277716263165,-0.9027555959920088,0.0019069277716263161,-0.3294321599933836,7.593159176453299e-08,0.0015994107557685266,-0.0014667193094889323,-0.001986228682572906,0.0015324353675142323,-0.0022433004987154467,0.0015324353675142317,-0.000257071816142545,5.6736229983280185e-08,-0.0005195093730839735,0.07687588644524415,0.07666188393616004,0.0002537454483084101,0.12070680155108372,0.00025374544830841,0.04404491761492358,1.0829341125407564e-08,-0.000214002509084113,0.45266559173663456,0.4534382426076455,4.92291609872038e-05,0.7120332037409146,4.9229160987203934e-05,0.25859496113326813,2.2577067928198363e-08,0.0007726508710109159,-0.014380023193856081,-0.015471439525773756,6.504016287579805e-05,-0.015470996343841156,6.504016287579807e-05,4.431819326732188e-07,5.060221238597879e-09,-0.0010914163319176752,9.616864425450947,9.596135993263365,0.13400922254244446,0.13371489655333765,0.02698553478600673
35,360,0.36,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008267590310424566,0.00895960908383131,0.0008323752554133534,0.0008239150047302246,0.13705609738826752,0.039176084101200104,0.9858844876289368,0.9858844876289368,0.00043523311614990234,3.481750011444092,3.480325337913318,1.705048288594217e-05,5.414467851320903,1.7050482885942195e-05,1.9341425134076013,1.4682185840989942e-07,-0.0014246735307739122,-0.5912784337997437,-0.589623319605987,5.109545109300733e-05,-0.9190554077426593,5.1095451093007265e-05,-0.32943208813667296,1.0034275475386801e-07,0.001655114193756635,-0.0015370845794677734,-0.002074442413545017,8.556627276340682e-05,-0.002331534243421629,8.55662727634068e-05,-0.00025709182987662237,5.951601325826751e-08,-0.0005373578340772435,0.07912518829107285,0.0789038194653885,6.861121836612365e-06,0.12294873244439562,6.861121836612367e-06,0.04404491297900677,1.316588574226119e-08,-0.0002213688256843399,0.46596208214759827,0.4657703624831327,2.685043194862873e-07,0.7243652785817782,2.6850431948628675e-07,0.25859491609864765,2.0998074032387652e-08,-0.00019171966446557276,-0.012504493817687035,-0.012489259331363025,1.701286751719757e-06,-0.012488815060351044,1.7012867517197572e-06,4.4427101199870675e-07,4.337723121455117e-09,1.5234486324009963e-05,9.61552965587449,9.614907578307903,0.13382954674070568,0.13382072391254066,0.021181759465872065
36,370,0.37,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008413742179982364,0.009922340512275696,0.0004326583002693951,0.00042992085218429565,0.07912936061620712,0.03957007825374603,0.9858868718147278,0.9858868718147278,0.0004439353942871094,3.5784735679626465,3.577010350757177,0.0002768164895875681,5.51115295290947,0.00027681648958756796,1.9341426021522945,1.8880090334998447e-07,-0.0014632172054693804,-0.6076556444168091,-0.605958596616984,5.108114271205787e-05,-0.9353907165428003,5.1081142712057864e-05,-0.32943211992581684,1.1916765892630586e-07,0.0016970477998250466,-0.001611471176147461,-0.0021621512601591717,0.0006589661726046926,-0.0024192460249954214,0.0006589661726046928,-0.000257094764836236,5.303520552299051e-08,-0.0005506800840117108,0.08127377927303314,0.08104685971306438,8.017638883575548e-06,0.12509177507211763,8.017638883575529e-06,0.04404491535905335,1.546872895389143e-08,-0.0002269195599687579,0.47865769267082214,0.47845666011174437,1.6980710673693298e-05,0.7370515863100687,1.6980710673693376e-05,0.2585949261983236,2.89407521576247e-08,-0.00020103255907777395,-0.014260548632591963,-0.014268354289875785,1.0021583069755356e-05,-0.01426791016710922,1.0021583069755356e-05,4.441227665728952e-07,5.065679245860812e-09,-7.805657283822473e-06,9.614833237388686,9.614199595863068,0.1337588134209523,0.13374983070715094,0.023546747862865234
37,380,0.38,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008282837807200849,0.009035664610564709,0.00042642123298719525,0.00042369961738586426,0.07912936061620712,0.039576299488544464,0.9858893156051636,0.9858893156051636,0.00045299530029296875,3.6751983165740967,3.6736959073278594,5.3110505850921424e-06,5.607838531335195,5.311050585092124e-06,1.934142624007331,1.8324931497824068e-07,-0.0015024092462372352,-0.6240226030349731,-0.6222810914946917,1.4365085607135542e-05,-0.9517132100959619,1.4365085607135488e-05,-0.3294321186012692,8.406709184930793e-08,0.0017415115402814596,-0.0016887187957763672,-0.0022589800067685786,2.4839387996048034e-05,-0.0025160805613268166,2.483938799604803e-05,-0.0002571005545582415,5.6299568890591023e-08,-0.0005702612109922114,0.08346255123615265,0.08322971380419225,1.9149100567377366e-06,0.12727463003247977,1.9149100567377358e-06,0.04404491622828775,1.145900380743996e-08,-0.00023283743196039763,0.49159470200538635,0.4913887932068791,2.466557214905441e-07,0.7499837261935075,2.46655721490545e-07,0.25859493298663033,2.5919344569662843e-08,-0.0002059087985072372,-0.014667351730167866,-0.014674836877310561,4.3453473471238555e-07,-0.014674393064342438,4.3453473471238455e-07,4.438129680453231e-07,4.760028792471347e-09,-7.485147142695381e-06,9.613978284304261,9.613321232410405,0.13375870121060215,0.13374938583507037,0.023582328111661326
38,390,0.39,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008205976337194443,0.008975235745310783,0.00022746672038920224,0.0002252832055091858,0.17693865299224854,0.03977471590042114,0.9858915209770203,0.9858915209770203,0.0004614591598510742,3.7719228267669678,3.770380755265569,6.4515507694929366e-06,5.704523100455602,6.451550769492929e-06,1.9341423451900481,1.7921307306905577e-07,-0.001542071501398734,-0.6403939723968506,-0.6386118114822461,2.3768469955229012e-05,-0.968043876439333,2.3768469955229097e-05,-0.3294320649570889,1.207048240072823e-07,0.0017821609146044803,-0.0017657279968261719,-0.0023518884263466987,3.4478983017290355e-05,-0.0026089790034651136,3.447898301729037e-05,-0.0002570905771184092,5.6289278771666865e-08,-0.0005861604295205269,0.08564120531082153,0.08540283470518083,3.166077045289635e-06,0.12944774907082318,3.166077045289634e-06,0.044044914365642604,1.6339689859481343e-08,-0.0002383706056407059,0.5044705867767334,0.5042631274296168,2.6816674566870043e-07,0.7628580215076606,2.681667456687001e-07,0.25859489407804276,2.834988562667999e-08,-0.00020745934711663416,-0.01580040529370308,-0.015782982055285756,7.525065875816928e-07,-0.015782539065306387,7.525065875816955e-07,4.4298997939525485e-07,4.741822052421263e-09,1.7423238417323128e-05,9.613290453539165,9.612494065967956,0.13374329017709477,0.13373199989357712,0.024714516348598
39,400,0.4,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008187275379896164,0.008991404436528683,0.00021746224956586957,0.00021522492170333862,0.16312937438488007,0.03978477418422699,0.9858941435813904,0.9858941435813904,0.0004703998565673828,3.8686490058898926,3.8670696583059234,6.629643416212763e-07,5.801212133963903,6.629643416212763e-07,1.9341424756579928,1.6323877079390655e-07,-0.0015793475839691595,-0.656755805015564,-0.654928897404009,3.6225318565423445e-07,-0.9843609708050887,3.622531856542338e-07,-0.3294320734010802,1.1952094171456245e-07,0.0018269076115550176,-0.0018458366394042969,-0.002447290492677386,1.2623048356348985e-07,-0.0027043766157779222,1.2623048356348964e-07,-0.0002570861231005337,5.9340425968570086e-08,-0.000601453853273089,0.08782907575368881,0.08758461278759806,4.2333070642067586e-08,0.13162952313820522,4.233307064206774e-08,0.0440449103506075,1.707686107405032e-08,-0.0002444629660907499,0.517406702041626,0.5171940258807619,1.0065622407940658e-07,0.7757889355222384,1.0065622407940658e-07,0.2585949096414778,2.2560578730222188e-08,-0.00021267616086406704,-0.01624296046793461,-0.01622497263738776,1.7611559992451872e-08,-0.016224528810319803,1.7611559992451852e-08,4.4382706789747315e-07,4.895117074880497e-09,1.7987830546847133e-05,9.612430748584375,9.611608805764801,0.13374313668488017,0.13373148311941005,0.024773639858769264
40,410,0.41000000000000003,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008212585235014558,0.009883349761366844,0.00020734628196805716,0.00020518898963928223,0.17693865299224854,0.039794810116291046,0.9858965277671814,0.9858965277671814,0.0004775524139404297,3.965374708175659,3.963756315575726,0.0007052072511451568,5.8978988289833065,0.0007052072511451575,1.9341425134076013,1.4682185840989942e-07,-0.0016183925999331272,-0.6731142997741699,-0.6712421958645177,0.00012572597653211608,-1.0006742840011915,0.0001257259765321163,-0.32943208813667296,1.0034275475386801e-07,0.0018721039096522007,-0.0019207000732421875,-0.0025366645322517623,0.0007371830914136384,-0.002793756362128382,0.0007371830914136386,-0.00025709182987662237,5.951601325826751e-08,-0.0006159644590095748,0.09001585841178894,0.08976561787227749,1.5083946722321045e-05,0.13381053085128466,1.5083946722321034e-05,0.04404491297900677,1.316588574226119e-08,-0.0002502405395114482,0.5303388237953186,0.5301213169263491,1.9192576883502816e-05,0.7887162330249945,1.919257688350283e-05,0.25859491609864765,2.0998074032387652e-08,-0.0002175068689694859,-0.016687283292412758,-0.016668771214193436,1.1211932188715166e-05,-0.016668326943181454,1.1211932188715162e-05,4.4427101199870675e-07,4.337723121455117e-09,1.8512078219321687e-05,9.611565104489573,9.610749690975837,0.13374215635891085,0.13373059444909452,0.024832722550651196
41,420,0.42,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008092447533272207,0.009792436845600605,0.00019803011673502624,0.0001958310604095459,0.16785874962806702,0.03980416804552078,0.9858992695808411,0.9858992695808411,0.0004849433898925781,4.062102317810059,4.060445144441414,0.0010370362967008797,5.994587657848994,0.0010370362967008794,1.9341425134076013,1.4682185840989942e-07,-0.001657173368644571,-0.6894713640213013,-0.6875556493798882,0.00022561365950683426,-1.0169877375165621,0.00022561365950683404,-0.32943208813667296,1.0034275475386801e-07,0.0019157146414130466,-0.0019979476928710938,-0.002625568816114943,0.001836946051701093,-0.0028826606459915636,0.0018369460517010943,-0.00025709182987662237,5.951601325826751e-08,-0.0006276211232438492,0.09220300987362862,0.09194665507723848,2.8480033869844644e-05,0.13599156805624565,2.8480033869844654e-05,0.04404491297900677,1.316588574226119e-08,-0.0002563547963901347,0.5432746112346649,0.5430519791113028,2.461681180895877e-05,0.8016468952099483,2.461681180895874e-05,0.25859491609864765,2.0998074032387652e-08,-0.0002226321233621542,-0.017130711115896702,-0.01711200994815065,1.1780266009001538e-05,-0.017111565677138667,1.1780266009001533e-05,4.4427101199870675e-07,4.337723121455117e-09,1.87011677460526e-05,9.610737764283284,9.609876225444948,0.13374198143144947,0.13372976450730334,0.02488818172548521
42,430,0.43,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008222233736887574,0.01000163983553648,0.00018870733038056642,0.00018650293350219727,0.16785874962806702,0.03981349617242813,0.9859015941619873,0.9859015941619873,0.000492095947265625,4.158829212188721,4.15713316268389,0.0006684538955624271,6.091275691986084,0.0006684538955624272,1.9341425293021732,1.7573379332795995e-07,-0.001696049504830377,-0.7058248519897461,-0.7038637283775542,1.0826291323775856e-05,-1.033295817176501,1.0826291323775856e-05,-0.3294320887989468,1.0401185141758832e-07,0.0019611236121919173,-0.0020761489868164062,-0.002716954628057362,0.0005708392799411523,-0.0029740273457719013,0.0005708392799411523,-0.00025707271771453733,6.184670861710915e-08,-0.0006408056412409557,0.09438946843147278,0.09412725861701676,3.2083006282583285e-06,0.13817217076818147,3.208300628258336e-06,0.044044912151164475,1.3080550641611189e-08,-0.0002622098144560159,0.5562090277671814,0.55598115250468,1.5463511583755638e-05,0.814576069265604,1.5463511583755617e-05,0.2585949167609215,2.2993247808849283e-08,-0.0002278752625013425,-0.017575718462467194,-0.017556419595594612,1.6795176353850947e-05,-0.01755597663577646,1.6795176353850944e-05,4.429598181193089e-07,4.427824269152421e-09,1.9298866872581588e-05,9.609878734649149,9.609025190259814,0.13374148259078922,0.13372937803455995,0.024942924159571563
43,440,0.44,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0007897689938545227,0.008674094453454018,0.00017842168745119125,0.00017596781253814697,0.15825873613357544,0.03982403129339218,0.9859042167663574,0.9859042167663574,0.0005017518997192383,4.255558013916016,4.253822758462698,3.841152768746693e-06,6.18796522418658,3.841152768746675e-06,1.9341424657238855,1.7791879575303086e-07,-0.0017352554533172082,-0.7221769094467163,-0.7201748180720562,3.16224949697681e-05,-1.0496068810423216,3.162249496976812e-05,-0.3294320629702674,9.385397564516242e-08,0.00200209137466012,-0.0021657943725585938,-0.0028272431993779305,2.708978563668368e-05,-0.0030843335630682607,2.7089785636683667e-05,-0.00025709036369031915,5.631445148426902e-08,-0.0006614488268193368,0.09657672792673111,0.09630874064233619,4.191709257838173e-06,0.14035365184148152,4.191709257838172e-06,0.044044911199145845,1.2415830518464675e-08,-0.0002679872843949216,0.569149911403656,0.5689169760379557,4.81010174546779e-07,0.827511885513862,4.81010174546779e-07,0.25859490947590935,2.4824166613543965e-08,-0.00023293536570034856,-0.018027709797024727,-0.01800787152750518,8.671506973992155e-07,-0.01800742873456329,8.671506973992156e-07,4.427929419471689e-07,4.473426935152646e-09,1.983826951954676e-05,9.609094676684869,9.608188622645764,0.13374252016169058,0.13372966983233248,0.025004861424776207
44,450,0.45,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008098501130007207,0.009000290185213089,1.6881311239558272e-05,1.6383826732635498e-05,0.05595291033387184,0.03998361527919769,0.9859065413475037,0.9859065413475037,0.0005125999450683594,4.3522844314575195,4.350512997309362,9.401085958290487e-07,6.28465566833814,9.401085958290501e-07,1.934142671028773,2.0101161070584676e-07,-0.0017714341481571694,-0.738526463508606,-0.7364789007438577,3.888108961915509e-07,-1.0659110382199288,3.888108961915509e-07,-0.32943213747607336,9.816926441992254e-08,0.0020475627647482675,-0.002262592315673828,-0.0029436732774936678,1.394415877893114e-07,-0.0032007429593553147,1.394415877893114e-07,-0.0002570696818616448,5.797166675470161e-08,-0.0006810809618198396,0.09874395281076431,0.09847006901270863,5.299506717846312e-08,0.14251498480637867,5.299506717846323e-08,0.04404491579367055,1.2812669335539513e-08,-0.00027388379805567964,0.5819769501686096,0.5817386516266363,1.4024621994464693e-07,0.8403335844477018,1.4024621994464666e-07,0.2585949328210619,2.277945332680865e-08,-0.00023829854197332523,-0.01927298679947853,-0.01925271898685896,2.269455812878164e-08,-0.019252276925059656,2.2694558128781576e-08,4.4206179931431205e-07,3.746276244213528e-09,2.0267812619569753e-05,9.608254361933664,9.607309602862882,0.13371725403105816,0.1337038561637706,0.026141575770077526
45,460,0.46,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008128941990435123,0.009198174811899662,2.6694822736317292e-05,2.6479363441467285e-05,0.03956468030810356,0.03997351974248886,0.9859092235565186,0.9859092235565186,0.0005165338516235352,4.449014186859131,4.447202671898721,1.5238746489072217e-05,6.3813452343146,1.5238746489072236e-05,1.9341425624158648,2.274544754444383e-07,-0.0018115149604094327,-0.7548696994781494,-0.7527762495809118,3.7125484420862284e-05,-1.0822083483139673,3.712548442086236e-05,-0.3294320987330543,1.1396694870297929e-07,0.002093449897237587,-0.002330780029296875,-0.003017184482693375,6.728632693316467e-05,-0.00327425832025862,6.728632693316466e-05,-0.00025707383756525817,5.593295520220955e-08,-0.0006864044533964999,0.10092857480049133,0.100648484855063,4.918972243267038e-06,0.14469339698553085,4.918972243267037e-06,0.04404491213046842,1.28748940268221e-08,-0.0002800899454283301,0.5949088335037231,0.5946652892563083,3.466778460912576e-07,0.8532602076729139,3.46677846091257e-07,0.25859491841660603,2.7732029837946695e-08,-0.0002435442474147953,-0.019744327291846275,-0.019723317647308718,1.1731539110813463e-06,-0.019722875293033817,1.1731539110813438e-06,4.4235427480998625e-07,4.25535467489899e-09,2.100964453755766e-05,9.607367440261793,9.606405011513566,0.1337167053379237,0.1337030557368094,0.026200770359438345
46,470,0.47000000000000003,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008159669232554734,0.0092892711982131,3.951078906538896e-05,3.943592309951782e-05,0.03956468030810356,0.03996056318283081,0.9859117269515991,0.9859117269515991,0.0005260705947875977,4.545743942260742,4.543894328673661,1.96771767872415e-06,6.478036632140477,1.9677176787241604e-06,1.9341423034667968,1.8587801568608358e-07,-0.0018496135870815777,-0.7712118625640869,-0.7690734403000951,3.5703364940786656e-05,-1.098505480090777,3.5703364940786744e-05,-0.3294320397906833,1.0280265535688656e-07,0.002138422263991857,-0.0024251937866210938,-0.003128611391164479,1.9060329876902338e-05,-0.003385699391947128,1.906032987690234e-05,-0.00025708800078266196,5.8552210068487684e-08,-0.0007034176045433854,0.10311280190944672,0.10282667964282975,4.729179497111815e-06,0.14687158670276404,4.729179497111807e-06,0.044044907059934406,1.2535974488453954e-08,-0.0002861222666169644,0.6078400611877441,0.6075912467307554,2.588529005599732e-07,0.8661861295501391,2.588529005599743e-07,0.25859488281938764,2.742466686529124e-08,-0.00024881445698876625,-0.020230693742632866,-0.020209868855544384,9.130731834286191e-07,-0.02020942644837002,9.130731834286216e-07,4.424071744008668e-07,4.150896193230536e-09,2.082488708848168e-05,9.606512209114754,9.605529193713515,0.13371597197950422,0.13370202929216543,0.026278204130490354
47,480,0.48,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0010852932464331388,0.011146649718284607,0.0008523777360096574,0.0008483678102493286,0.06852804124355316,0.039151631295681,0.9859136939048767,0.9859136939048767,0.000542759895324707,4.642470836639404,4.640586096710615,6.888319812307287e-06,6.574728626012802,6.888319812307287e-06,1.9341425293021732,1.7573379332795995e-07,-0.0018847399287889033,-0.7875621318817139,-0.7853611735834024,1.3204295146218925e-05,-1.1147932623823484,1.320429514621893e-05,-0.3294320887989468,1.0401185141758832e-07,0.0022009582983114617,-0.00255584716796875,-0.0032914409349258486,4.626470045903554e-05,-0.003548513652640395,4.6264700459035524e-05,-0.00025707271771453733,6.184670861710915e-08,-0.0007355937669570986,0.10522984713315964,0.10493561882111736,1.6886356869899122e-06,0.1489805309722821,1.6886356869899108e-06,0.044044912151164475,1.3080550641611189e-08,-0.0002942283120422745,0.6203814148902893,0.6201382425924115,7.29871399324291e-07,0.8787331593533357,7.298713993242893e-07,0.2585949167609215,2.2993247808849283e-08,-0.00024317229787784722,-0.024415256455540657,-0.02444244775252085,7.35995907318735e-07,-0.024442004792702695,7.359959073187352e-07,4.429598181193089e-07,4.427824269152421e-09,-2.7191296980193236e-05,9.605578870716844,9.604229339904666,0.1336336035295162,0.13361447236094312,0.03112255682439228
