env_id,mass_g,mass_kg,tilt_deg,bending_lever_arm_m,payload_normal_offset_m,settled,settle_time_s,sample_count,tare_sample_count,sample_max_relative_speed_m_s,sample_max_relative_angular_speed_rad_s,sample_max_position_error_m,sample_max_abs_downhill_displacement_m,sample_max_payload_tool_angle_deg,sample_min_edge_margin_m,sample_min_broad_normal_z,sample_max_broad_normal_z,sample_max_abs_sensor_axis_z,expected_Fx_N,Fx_N,Fx_std_N,raw_Fx_N,raw_Fx_std_N,tare_Fx_N,tare_Fx_std_N,Fx_error_N,expected_Fy_N,Fy_N,Fy_std_N,raw_Fy_N,raw_Fy_std_N,tare_Fy_N,tare_Fy_std_N,Fy_error_N,expected_Fz_N,Fz_N,Fz_std_N,raw_Fz_N,raw_Fz_std_N,tare_Fz_N,tare_Fz_std_N,Fz_error_N,expected_Mx_Nm,Mx_Nm,Mx_std_Nm,raw_Mx_Nm,raw_Mx_std_Nm,tare_Mx_Nm,tare_Mx_std_Nm,Mx_error_Nm,expected_My_Nm,My_Nm,My_std_Nm,raw_My_Nm,raw_My_std_Nm,tare_My_Nm,tare_My_std_Nm,My_error_Nm,expected_Mz_Nm,Mz_Nm,Mz_std_Nm,raw_Mz_Nm,raw_Mz_std_Nm,tare_Mz_Nm,tare_Mz_std_Nm,Mz_error_Nm,measured_force_tilt_deg,measured_bending_tilt_deg,measured_lever_from_My_Fx_m,measured_lever_from_Mx_Fy_m,effective_Mz_Fy_ratio_m
10,110,0.11,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.00090644636657089,0.010126309469342232,0.0025416079442948103,0.0025388002395629883,0.07912936061620712,0.03746119886636734,0.9858201146125793,0.9858201146125793,0.00022339820861816406,1.0637986660003662,1.0633507900767805,5.220100258577679e-06,2.99749335249265,5.220100258577708e-06,1.9341425624158648,2.274544754444383e-07,-0.0004478759235857499,-0.18107819557189941,-0.1805702771577579,4.88913243390728e-05,-0.5100023758908113,4.889132433907281e-05,-0.3294320987330543,1.1396694870297929e-07,0.0005079184141415227,-0.0002410411834716797,-0.00039921673281544996,1.669297940845029e-05,-0.0006562905703807095,1.669297940845028e-05,-0.00025707383756525817,5.593295520220955e-08,-0.00015817554934377027,0.024187913335238894,0.02412007054727935,6.410977356201983e-06,0.0681649826777478,6.410977356201984e-06,0.04404491213046842,1.28748940268221e-08,-6.784278795954335e-05,0.14210908251504104,0.1419639228118795,4.716874661867218e-07,0.4005588412284851,4.716874661867218e-07,0.25859491841660603,2.7732029837946695e-08,-0.00014515970316153481,-0.007408779498655349,-0.007356481523131198,1.3164279675948085e-06,-0.0073560391688564175,1.3164279675948085e-06,4.4235427480998625e-07,4.25535467489899e-09,5.22979755241508e-05,9.637604890969174,9.64263351230031,0.1335061995878414,0.13357719181106698,0.04074026821537245
11,120,0.12,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.000909765949472785,0.01009531319141388,0.0008494975627399981,0.0008494928479194641,0.09691327810287476,0.039150506258010864,0.9858232736587524,0.9858233332633972,0.00023436546325683594,1.1605112552642822,1.1600279331207328,3.475388002797875e-05,3.0941702365875243,3.475388002797867e-05,1.9341423034667968,1.8587801568608358e-07,-0.00048332214354940284,-0.19751778095960618,-0.19695449637042267,0.0001515408086702878,-0.5263865361611049,0.00015154080867028783,-0.3294320397906833,1.0280265535688656e-07,0.0005632845891835048,-0.0002758502960205078,-0.0004508166848406976,0.000209962507315016,-0.0007079046856233618,0.00020996250731501612,-0.00025708800078266196,5.8552210068487684e-08,-0.00017496638882018978,0.026407807040959595,0.02633242103167716,2.0156613408671247e-05,0.07037732809161147,2.0156613408671254e-05,0.044044907059934406,1.2535974488453954e-08,-7.538600928243613e-05,0.1551642633974552,0.15513499668902808,1.96786673067706e-06,0.41372987950841583,1.967866730677059e-06,0.25859488281938764,2.742466686529124e-08,-2.9266708427122534e-05,-0.004149610199965537,-0.004205155630521243,4.917369273889336e-06,-0.00420471322334682,4.9173692738893375e-06,4.424071744008668e-07,4.150896193230536e-09,-5.5545430555706266e-05,9.636031679233293,9.633496825463236,0.13373384576324854,0.1336979937850842,0.02135089936008562
12,130,0.13,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0011289541143923998,0.010134139098227024,0.001128507312387228,0.0011247619986534119,0.06852804124355316,0.038875237107276917,0.9858260154724121,0.9858263731002808,0.00024306774139404297,1.257224198182424,1.2567008760240383,0.0002868895957306805,3.1908434053262074,0.0002868895957306804,1.9341425293021732,1.7573379332795995e-07,-0.0005233221583855752,-0.21395626415808996,-0.21334548153811098,0.0080806851303096,-0.5427775703370571,0.0080806851303096,-0.3294320887989468,1.0401185141758832e-07,0.000610782619978989,-0.00030966798464457195,-0.0005039061505360422,0.004195280972523053,-0.0007609788682505799,0.004195280972523053,-0.00025707271771453733,6.184670861710915e-08,-0.00019423816589147027,0.028625953352699678,0.028544218206985026,0.0010726686121420644,0.07258913035814961,0.0010726686121420644,0.044044912151164475,1.3080550641611189e-08,-8.17351457146516e-05,0.16821439837416013,0.16812592869003687,8.87150612642908e-05,0.4267208454509576,8.87150612642908e-05,0.2585949167609215,2.2993247808849283e-08,-8.846968412326572e-05,-0.004149948182748631,-0.004146113390746916,0.0002468126048837396,-0.004145670430928779,0.0002468126048837398,4.429598181193089e-07,4.427824269152421e-09,3.834792001715381e-06,9.635031938672197,9.635726954071105,0.13378356926268342,0.13379340401866457,0.019433799867030577
13,140,0.14,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008269171230494976,0.008891260251402855,0.0011098930845037103,0.0011060163378715515,0.05595291033387184,0.03889398276805878,0.985828697681427,0.985828697681427,0.0002472400665283203,1.3539371490478516,1.3533740358220252,1.4453609147854391e-05,3.2875165651241938,1.4453609147854447e-05,1.9341425293021732,1.7573379332795995e-07,-0.0005631132258263616,-0.23039352893829346,-0.22973729032609266,3.237519994244592e-05,-0.5591693791250388,3.237519994244593e-05,-0.3294320887989468,1.0401185141758832e-07,0.0006562386122007935,-0.000339508056640625,-0.0005404110802272855,1.9792036296476468e-05,-0.0007974837979418225,1.9792036296476468e-05,-0.00025707271771453733,6.184670861710915e-08,-0.0002009030235866605,0.03082534484565258,0.030737503483477445,4.314812738050766e-06,0.07478241563464204,4.314812738050759e-06,0.044044912151164475,1.3080550641611189e-08,-8.784136217513533e-05,0.1811557114124298,0.18106382551292657,2.0262058053843547e-06,0.43965874227384727,2.026205805384356e-06,0.2585949167609215,2.2993247808849283e-08,-9.188589950323567e-05,-0.0044927582959644495,-0.004490417742154641,8.341919938739478e-07,-0.004489974782336504,8.341919938739477e-07,4.429598181193089e-07,4.427824269152421e-09,2.340553809808757e-06,9.634207395199462,9.634713401452675,0.1337869803324181,0.13379414129873368,0.019545881018187654
14,150,0.15,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.00083056470612064,0.009390950202941895,0.0008898474625311792,0.0008695721626281738,0.05595291033387184,0.039130426943302155,0.9858312606811523,0.9858312606811523,0.00025343894958496094,1.450650930404663,1.4500477032528933,7.572606311860513e-07,3.3841902166604996,7.572606311860513e-07,1.9341425134076013,1.4682185840989942e-07,-0.0006032271517697474,-0.24682921171188354,-0.24612856258948748,1.1404641443515123e-05,-0.5755606507261594,1.1404641443515118e-05,-0.32943208813667296,1.0034275475386801e-07,0.0007006491223960631,-0.00037288665771484375,-0.0005825749173204188,1.2317777053056168e-05,-0.0008396667471970432,1.2317777053056165e-05,-0.00025709182987662237,5.951601325826751e-08,-0.00020968825960557508,0.033048007637262344,0.03295417788128071,1.521299839977286e-06,0.07699909086028735,1.5212998399772796e-06,0.04404491297900677,1.316588574226119e-08,-9.382975598163507e-05,0.19423571228981018,0.19420345802274092,4.635090959724157e-07,0.4527983741213878,4.635090959724151e-07,0.25859491609864765,2.0998074032387652e-08,-3.225426706926493e-05,-0.005156082566827536,-0.005230466112525598,4.733391447245838e-07,-0.005230021841513614,4.7333914472458374e-07,4.4427101199870675e-07,4.337723121455117e-09,-7.438354569806217e-05,9.633468876081526,9.630722299352808,0.1339290132228644,0.13389010009473898,0.021250951362558352
15,160,0.16,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008668893715366721,0.009435461834073067,0.0008947059395723045,0.0008767098188400269,0.10467831045389175,0.0391232892870903,0.9858336448669434,0.9858336448669434,0.00026476383209228516,1.5473647117614746,1.5467214806212342,6.749240378626009e-06,3.4808640827735267,6.749240378626009e-06,1.9341426021522945,1.8880090334998447e-07,-0.0006432311402404522,-0.2632609009742737,-0.262513025601704,2.732351915095216e-05,-0.5919451455275218,2.732351915095216e-05,-0.32943211992581684,1.1916765892630586e-07,0.0007478753725697063,-0.0004156827926635742,-0.000646213868781666,2.8274433045131364e-05,-0.0009033086336179015,2.8274433045131357e-05,-0.000257094764836236,5.303520552299051e-08,-0.00023053107611809183,0.03524535149335861,0.03514530765306632,3.6438866363060226e-06,0.07919022301211953,3.6438866363060226e-06,0.04404491535905335,1.546872895389143e-08,-0.00010004384029229513,0.20716974139213562,0.2071193994333357,3.038946511968306e-07,0.4657143256316582,3.038946511968304e-07,0.2585949261983236,2.89407521576247e-08,-5.034195879990988e-05,-0.005488159600645304,-0.0055479699748314775,9.235458786435791e-07,-0.005547525852064913,9.235458786435794e-07,4.441227665728952e-07,5.065679245860812e-09,-5.9810374186173784e-05,9.632576825752736,9.630571031624012,0.13390865907554803,0.13388024298036275,0.021134075012525646
16,170,0.17,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.000836296530906111,0.009452532976865768,0.0008395409677177668,0.0008308365941047668,0.08846931904554367,0.03916916251182556,0.9858361482620239,0.9858361482620239,0.0002707242965698242,1.6440789699554443,1.6433959596686851,6.251498848954472e-07,3.5775385836760205,6.251498848954494e-07,1.934142624007331,1.8324931497824068e-07,-0.0006830102867592114,-0.27969008684158325,-0.27889785278174656,1.9843759765710123e-05,-0.6083299713830154,1.9843759765710082e-05,-0.3294321186012692,8.406709184930793e-08,0.0007922340598366939,-0.0004514455795288086,-0.0006921459775993642,7.263633515734721e-06,-0.0009492465321576068,7.263633515734718e-06,-0.0002571005545582415,5.6299568890591023e-08,-0.00024070039807055563,0.03742866590619087,0.03732262444165033,2.632848623964971e-06,0.08136754066993793,2.632848623964965e-06,0.04404491622828775,1.145900380743996e-08,-0.00010604146454053914,0.22002333402633667,0.21997915187643594,2.864393111850861e-07,0.4785740848630667,2.864393111850861e-07,0.25859493298663033,2.5919344569662843e-08,-4.4182149900734435e-05,-0.0059059481136500835,-0.005980967717598371,6.707572735357212e-07,-0.005980523904630293,6.707572735357222e-07,4.438129680453231e-07,4.760028792471347e-09,-7.501960394828717e-05,9.631798027946717,9.629354297009726,0.13385645168604685,0.13382184218842808,0.021445011705697205
17,180,0.18,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008503824356012046,0.009552741423249245,0.001044015632942319,0.0010396316647529602,0.05595291033387184,0.03896036744117737,0.9858389496803284,0.9858389496803284,0.00028204917907714844,1.7407945394515991,1.7400734007358616,0.00016506801505732248,3.6742157459259035,0.0001650680150573224,1.9341423451900481,1.7921307306905577e-07,-0.0007211387157375349,-0.29611489176750183,-0.2952748704287738,0.0001414730676260827,-0.624706935385863,0.0001414730676260827,-0.3294320649570889,1.207048240072823e-07,0.0008400213387280142,-0.0004978775978088379,-0.000757743624853905,0.00011262252615952852,-0.0010148342019723107,0.00011262252615952863,-0.0002570905771184092,5.6289278771666865e-08,-0.0002598660270450671,0.039619372707481185,0.039506904418683875,1.7949801188596844e-05,0.08355181878432631,1.7949801188596844e-05,0.044044914365642604,1.6339689859481343e-08,-0.00011246828879730997,0.23292350843548776,0.23281804517739263,6.071183105481718e-06,0.4914129392554363,6.0711831054817115e-06,0.25859489407804276,2.834988562667999e-08,-0.00010546325809512869,-0.005889196573601415,-0.005892397811203394,2.634700835067841e-06,-0.005891954821224014,2.6347008350678394e-06,4.4298997939525485e-07,4.741822052421263e-09,-3.2012376019793093e-06,9.630839727615616,9.63078410719155,0.1337978300679362,0.13379704260411732,0.019955635922037456
18,190,0.19,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008627112838439643,0.009361395612359047,0.00102826370857656,0.0010237395763397217,0.05595291033387184,0.03897625952959061,0.9858415126800537,0.9858415126800537,0.00029098987579345703,1.837510108947754,1.8367489533291823,3.0633960843543134e-06,3.770891428987185,3.0633960843543134e-06,1.9341424756579928,1.6323877079390655e-07,-0.0007611556185715962,-0.312538206577301,-0.311652172191276,2.1280213890918482e-05,-0.6410842455923558,2.128021389091858e-05,-0.3294320734010802,1.1952094171456245e-07,0.0008860343860250253,-0.0005424022674560547,-0.0008177638312594711,1.3318294348123312e-05,-0.0010748499543600095,1.331829434812331e-05,-0.0002570861231005337,5.9340425968570086e-08,-0.0002753615638034164,0.04181702435016632,0.04169839498483478,2.8248740280608264e-06,0.08574330533544222,2.8248740280608297e-06,0.0440449103506075,1.707686107405032e-08,-0.0001186293653315379,0.24586625397205353,0.2457571860816732,1.9221147020239798e-07,0.5043520957231522,1.922114702023976e-07,0.2585949096414778,2.2560578730222188e-08,-0.0001090678903803155,-0.00624483497813344,-0.00624870566288206,5.323279237578669e-07,-0.006248261835814143,5.323279237578677e-07,4.4382706789747315e-07,4.895117074880497e-09,-3.870684748620221e-06,9.630000633486949,9.629843013520421,0.13380009589020225,0.13379786411128386,0.020050255446469108
19,200,0.2,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008610725053586066,0.009305799379944801,0.001012115622870624,0.0010074302554130554,0.0,0.03899256885051727,0.9858438968658447,0.9858438968658447,0.00030171871185302734,1.9342257976531982,1.9334252701865249,2.2338964289629164e-06,3.8675677835941316,2.2338964289629114e-06,1.9341425134076013,1.4682185840989942e-07,-0.0008005274666733619,-0.328960657119751,-0.32803166732192185,3.155284381060632e-06,-0.6574637554585934,3.155284381060632e-06,-0.32943208813667296,1.0034275475386801e-07,0.0009289897978291273,-0.0005918741226196289,-0.0008863315298286654,6.7903874428959375e-06,-0.0011434233597052905,6.790387442895936e-06,-0.00025709182987662237,5.951601325826751e-08,-0.0002944574072090365,0.04401463642716408,0.04389028145621213,4.231700971606565e-07,0.08793519443521897,4.2317009716065497e-07,0.04404491297900677,1.316588574226119e-08,-0.00012435497095195092,0.25880953669548035,0.2586967487302105,1.5105487786053375e-07,0.5172916648288568,1.510548778605334e-07,0.25859491609864765,2.0998074032387652e-08,-0.00011278796526986712,-0.006604352500289679,-0.006608438838226804,9.439980803864703e-08,-0.006607994567214822,9.4399808038647e-08,4.4427101199870675e-07,4.337723121455117e-09,-4.086337937125699e-06,9.629304894221624,9.629065883507197,0.13380230036263724,0.13379891586241072,0.020145734380398867
20,210,0.21,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0010992938186973333,0.011946161277592182,0.0009973498526960611,0.000992506742477417,0.07912936061620712,0.03900749236345291,0.9858464598655701,0.9858466982841492,0.00031316280364990234,2.030942847331365,2.030101442005894,0.00026919730033723896,3.9642439554135005,0.00026919730033723934,1.9341425134076013,1.4682185840989942e-07,-0.0008414053254712783,-0.3453737494846185,-0.34436030089855346,0.002563379178837491,-0.6737923890352249,0.00256337917883749,-0.32943208813667296,1.0034275475386801e-07,0.0010134485860650577,-0.0006414612134297688,-0.0009293263182472475,0.0010059597913430996,-0.0011864181481238726,0.0010059597913430994,-0.00025709182987662237,5.951601325826751e-08,-0.0002878651048174787,0.046211026360591254,0.04607533371696859,0.00034022135104138463,0.09012024669597546,0.00034022135104138474,0.04404491297900677,1.316588574226119e-08,-0.00013569264362266187,0.27175317915777364,0.27163542798823925,3.668434542141492e-05,0.5302303440868854,3.668434542141489e-05,0.25859491609864765,2.0998074032387652e-08,-0.0001177511695343858,-0.0069649442564696075,-0.0069673748251051545,7.753649707297336e-05,-0.006966930554093172,7.753649707297338e-05,4.4427101199870675e-07,4.337723121455117e-09,-2.4305686355469494e-06,9.627280774291966,9.62699230306259,0.13380386928834595,0.13379978353120942,0.020232805021150515
21,220,0.22,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0010342714376747608,0.012408499605953693,0.0009830337949097157,0.0009780973196029663,0.05595291033387184,0.03902190178632736,0.9858487248420715,0.9858487844467163,0.0003223419189453125,2.12765896320343,2.1267819941043773,0.002318844731607877,4.0609242737293245,0.002318844731607876,1.934142279624939,2.0263424488337357e-07,-0.0008769690990528822,-0.36179375648498535,-0.3607712119817727,0.008004860848178525,-0.6902032514413198,0.008004860848178523,-0.3294320394595464,9.673227650434086e-08,0.0010225445032126523,-0.000695347785949707,-0.0010256514537710815,0.002199656501274332,-0.0012827429607568774,0.0021996565012743323,-0.00025709150698579225,5.764290357000512e-08,-0.0003303036678213745,0.048408107832074165,0.04827129468321812,0.0010636283874659847,0.09231620586166779,0.001063628387465984,0.04404491117844979,1.3840939957367755e-08,-0.00013681314885604506,0.28469546139240265,0.2845747596687744,0.00023955916116634183,0.5431696424881617,0.00023955916116634175,0.25859488281938764,3.345582547215197e-08,-0.00012070172362826925,-0.0073256720788776875,-0.007328837863170168,0.00025386672500872737,-0.0073283957744327685,0.0002538667250087274,4.4208873741051016e-07,4.935389593464286e-09,-3.1657842924802046e-06,9.627575781484957,9.627220529996324,0.13380532676016635,0.13380029525653211,0.020314364394297745
22,230,0.23,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008746900712139904,0.009508160874247551,0.0009676875197328627,0.0009625405073165894,0.06852804124355316,0.03903745859861374,0.9858512282371521,0.9858512282371521,0.0003279447555541992,2.2243762016296387,2.223458405335744,5.470604083419153e-06,4.1576007862885795,5.470604083419133e-06,1.934142380952835,1.9021594662094236e-07,-0.0009177962938946571,-0.3782036304473877,-0.377137213862604,2.794595284346922e-05,-0.706569284449021,2.7945952843469265e-05,-0.32943207058641644,1.3618897476153086e-07,0.0010664165847836804,-0.00074005126953125,-0.0010822409755847837,2.5317014891240593e-05,-0.0013393228267280695,2.5317014891240583e-05,-0.0002570818511432865,5.999653881053469e-08,-0.0003421897060535337,0.05060423165559769,0.05046162768784503,3.7264541966021e-06,0.09450653977692128,3.7264541966020936e-06,0.04404491208907631,1.5373205680585283e-08,-0.00014260396775265388,0.2976400554180145,0.2975144904520758,2.7964853776111287e-07,0.5561093846956889,2.796485377611119e-07,0.2585948942436112,2.7588520329155202e-08,-0.00012556496593874034,-0.007692215498536825,-0.00769460186281967,8.079734778248543e-07,-0.00769415739341639,8.079734778248539e-07,4.444694032675519e-07,4.249808049407908e-09,-2.3863642828443957e-06,9.626737840273785,9.626362701688837,0.1338070861762538,0.133801772492886,0.020402658714085194
23,240,0.24,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008588095079176128,0.009286309592425823,0.0009530409588478506,0.0009477436542510986,0.05595291033387184,0.03905225545167923,0.9858539700508118,0.9858539700508118,0.0003349781036376953,2.321094512939453,2.320138099458478,1.1733154384392115e-06,4.254280358552933,1.1733154384392115e-06,1.9341422590944501,1.781269082668139e-07,-0.0009564134809751934,-0.39461177587509155,-0.39350013906757153,1.5683703330473186e-05,-0.722932185480992,1.5683703330473125e-05,-0.3294320464134216,1.229951710452759e-07,0.0011116368075200223,-0.0007884502410888672,-0.0011421490931146198,9.292183722828116e-06,-0.0013992386952547046,9.292183722828128e-06,-0.0002570896021400889,6.219581244915526e-08,-0.00035369885202575263,0.05279994010925293,0.052651135726935576,2.0950440537095268e-06,0.09669604593267044,2.0950440537095246e-06,0.0440449102057351,1.5144861813049194e-08,-0.00014880438231735377,0.3105837404727936,0.31045397188928475,3.864871094998301e-07,0.569048847258091,3.8648710949983066e-07,0.25859487536880704,2.581704358753221e-08,-0.00012976858350882692,-0.008060100488364697,-0.008061605949782917,4.00862899215424e-07,-0.008061161641186724,4.0086289921542413e-07,4.4430859623566397e-07,4.26888417001719e-09,-1.505461418220208e-06,9.625882507309543,9.625435969744109,0.13380840216439915,0.13380207654232712,0.02048692020512497
24,250,0.25,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008436049683950841,0.009053177200257778,0.0009382646530866623,0.0009328126907348633,0.05595291033387184,0.039067186415195465,0.9858567118644714,0.9858567118644714,0.00034415721893310547,2.417813777923584,2.4168183598253483,1.4573698757208024e-05,4.350960574547449,1.4573698757208092e-05,1.9341422147221035,1.7051755902063841e-07,-0.0009954180982356675,-0.41101503372192383,-0.40985671513610594,5.4409714399971966e-05,-0.7392887348930041,5.440971439997197e-05,-0.32943201975689995,1.0725030187672942e-07,0.0011583185858178857,-0.0008442401885986328,-0.0012146377384649703,6.462357451906322e-05,-0.0014717437064973638,6.462357451906322e-05,-0.0002571059680323944,5.421707190762554e-08,-0.00037039754986633753,0.05499500166624784,0.05483989220940422,7.272124119411945e-06,0.09888480125615993,7.272124119411952e-06,0.0440449090467559,1.5655345100502343e-08,-0.00015510945684362593,0.3235278181731701,0.3233933222790567,2.6167188736023136e-07,0.5819881948331992,2.6167188736023163e-07,0.25859487255414326,2.8281739104789802e-08,-0.00013449589411340668,-0.00843103784136474,-0.00843111312291283,1.6373362704541704e-06,-0.008430669937903682,1.6373362704541713e-06,4.431850091653663e-07,5.069588447264516e-09,-7.52815480890845e-08,9.624947077383492,9.624457788792393,0.13380952729208279,0.13380259535626465,0.020570879557537593
25,260,0.26,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0010049187112599611,0.01206981111317873,0.000923622224945575,0.0009180307388305664,0.07912936061620712,0.03908196836709976,0.9858590364456177,0.9858591556549072,0.0003516674041748047,2.5145325660705566,2.513497649298784,0.001405829983213201,4.447639713684718,0.0014058299832132005,1.934142064385944,1.7171225268120982e-07,-0.001034916771772476,-0.42741659283638,-0.4262113884091384,0.004888830250022511,-0.755643347899119,0.004888830250022511,-0.32943195948998133,1.3466060054518733e-07,0.0012052044272415907,-0.0008956789970397949,-0.001280268521804831,0.0010073969787001366,-0.0015373399064022427,0.0010073969787001368,-0.0002570713845974145,5.903958363390597e-08,-0.0003845895247650362,0.057189782802015546,0.05702849248838068,0.0006493651952016749,0.1010733926979204,0.0006493651952016749,0.04404490020953947,1.6664799823409956e-08,-0.00016129031363486257,0.3364713840186596,0.3363316527671272,0.00015284578727226418,0.594926496843497,0.00015284578727226426,0.25859484407636857,2.76229707312676e-08,-0.00013973125153243782,-0.008804427715949715,-0.008802441723190323,0.00015466120501738,-0.008802000860062739,0.00015466120501737995,4.408631276141427e-07,6.477566761472025e-09,1.9859927593915416e-06,9.624045090024476,9.623557638336502,0.13381021178235716,0.13380330521256886,0.020652760490624162
26,270,0.27,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008383242529816926,0.008998760022222996,0.0009096958092413843,0.000903986394405365,0.06852804124355316,0.03909601271152496,0.9858614206314087,0.9858614206314087,0.00035822391510009766,2.6112513542175293,2.6101760764916757,4.532393322741412e-06,4.544318356116613,4.532393322741405e-06,1.934142279624939,2.0263424488337357e-07,-0.001075277725853585,-0.4438176155090332,-0.4425690377751979,1.782515553046995e-05,-0.772001077234745,1.7825155530469962e-05,-0.3294320394595464,9.673227650434086e-08,0.0012485777338352988,-0.0009486675262451172,-0.0013462491852502974,2.52356820871324e-05,-0.0016033406922360883,2.5235682087132406e-05,-0.00025709150698579225,5.764290357000512e-08,-0.0003975816590051802,0.059384435415267944,0.059217464023580295,2.3891014852426465e-06,0.10326237520202994,2.3891014852426444e-06,0.04404491117844979,1.3840939957367755e-08,-0.00016697139168764946,0.3494146764278412,0.34927010825938803,1.7274619090942945e-07,0.6078649910787741,1.72746190909429e-07,0.25859488281938764,3.345582547215197e-08,-0.0001445681684531519,-0.009178662672638893,-0.009174932284902118,5.705461883576339e-07,-0.009174490196164698,5.705461883576342e-07,4.4208873741051016e-07,4.935389593464286e-09,3.7303877367753785e-06,9.623276538433812,9.622779994933332,0.13381093766242783,0.13380390169467682,0.02073107583626875
27,280,0.28,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008606247138231993,0.009359637275338173,0.0008955876692198217,0.0008898675441741943,0.05595291033387184,0.039110131561756134,0.9858644008636475,0.9858644008636475,0.00036776065826416016,2.707972526550293,2.706859491268797,7.989252966496646e-06,4.641001770893733,7.989252966496646e-06,1.934142279624939,2.0263424488337357e-07,-0.0011130352814960887,-0.4602118730545044,-0.4589153533180548,3.0119986089724125e-05,-0.7883473927776019,3.0119986089724162e-05,-0.3294320394595464,9.673227650434086e-08,0.0012965197364496195,-0.0010104179382324219,-0.001421325419020531,3.411915716502723e-05,-0.001678416926006321,3.411915716502723e-05,-0.00025709150698579225,5.764290357000512e-08,-0.00041090748078810905,0.06157773360610008,0.061404250531147064,4.024865594554255e-06,0.10544916170959671,4.024865594554255e-06,0.04404491117844979,1.3840939957367755e-08,-0.00017348307495301807,0.3623558580875397,0.3622063101993684,2.602274771161378e-07,0.6208011930187544,2.602274771161378e-07,0.25859488281938764,3.345582547215197e-08,-0.0001495478881712864,-0.009555737487971783,-0.009549578179916331,9.181399857822245e-07,-0.009549136091178904,9.181399857822251e-07,4.4208873741051016e-07,4.935389593464286e-09,6.1593080554513124e-06,9.622312285681474,9.621780668195507,0.13381053259975087,0.1338029989347303,0.02080901872397789
28,290,0.29,10.0,0.13369999999999999,0.026000000000000002,True,1.4958333333333333,240,180,0.0008625232148915529,0.009634118527173996,0.0008815442561171949,0.0008755922317504883,0.06852804124355316,0.03912440687417984,0.9858667850494385,0.9858668446540833,0.0003762245178222656,2.8046927859385806,2.8035414603021334,0.0005476281360783676,4.73768435716629,0.000547628136078367,1.9341428968641492,1.8730572202412947e-07,-0.0011513256364472646,-0.4766062940160433,-0.4752622218595597,0.00614628932290034,-0.8046943818529447,0.006146289322900341,-0.3294321599933836,7.593159176453299e-08,0.0013440721564836333,-0.0010690589745839436,-0.0014936858178569146,0.00518422931282027,-0.0017507576339994557,0.00518422931282027,-0.000257071816142545,5.6736229983280185e-08,-0.000424626843272971,0.06377194377904137,0.06359212707935076,0.0008201338376035154,0.10763704469427467,0.0008201338376035134,0.04404491761492358,1.0829341125407564e-08,-0.00017981669969061032,0.37530206007262074,0.3751472970677737,9.742617231195253e-05,0.6337422582010428,9.742617231195248e-05,0.25859496113326813,2.2577067928198363e-08,-0.00015476300484701389,-0.00993609669385478,-0.009927049508607086,0.00019903166430038942,-0.009926606326674421,0.00019903166430038934,4.431819326732188e-07,5.060221238597879e-09,9.047185247693795e-06,9.621430389474758,9.62089166869536,0.13381193122335514,0.13380429614315584,0.02088752072438136
