env_id,mass_g,mass_kg,bending_lever_arm_m,expected_Fx_N,expected_My_Nm,settled,settle_time_s,sample_count,tare_sample_count,sample_max_relative_speed_m_s,sample_max_relative_angular_speed_rad_s,sample_max_position_error_m,sample_min_broad_normal_z,sample_max_abs_sensor_axis_z,Fx_N,Fx_std_N,raw_Fx_N,raw_Fx_std_N,tare_Fx_N,tare_Fx_std_N,Fy_N,Fy_std_N,raw_Fy_N,raw_Fy_std_N,tare_Fy_N,tare_Fy_std_N,Fz_N,Fz_std_N,raw_Fz_N,raw_Fz_std_N,tare_Fz_N,tare_Fz_std_N,Mx_Nm,Mx_std_Nm,raw_Mx_Nm,raw_Mx_std_Nm,tare_Mx_Nm,tare_Mx_std_Nm,My_Nm,My_std_Nm,raw_My_Nm,raw_My_std_Nm,tare_My_Nm,tare_My_std_Nm,Mz_Nm,Mz_std_Nm,raw_Mz_Nm,raw_Mz_std_Nm,tare_Mz_Nm,tare_Mz_std_Nm,Fx_error_N,Fx_error_percent,My_error_Nm,My_error_percent,measured_lever_arm_m
20,210,0.21,0.13369999999999999,2.0601,0.27543536999999996,True,1.4958333333333333,240,180,0.0013304112944751978,0.013505677692592144,1.5683958736190107e-06,0.9999812841415405,0.0003114938735961914,2.059073239564892,1.1344681960945719e-05,4.0210371573766075,1.134468196094569e-05,1.9619639178117116,2.2016293289018435e-07,0.013430231462957083,2.6976653958083575e-05,0.024864878862475355,2.697665395808355e-05,0.011434647399518225,6.621348784402554e-08,-0.0009475693378287071,4.576503915363665e-05,-0.0012051471596350894,4.576503915363659e-05,-0.0002575778218063836,2.985455083093453e-08,-0.0017958042001636335,3.5984781085334204e-06,-0.0033247508409355456,3.5984781085334217e-06,-0.001528946640771917,9.043078896624837e-09,0.2753127856387024,1.454492808086662e-07,0.5376273656884829,1.454492808086662e-07,0.2623145800497797,2.7708163203335548e-08,0.00034020266721673483,9.5644754706294e-07,0.00034065725606827375,9.564475470629393e-07,4.545888515394836e-07,7.270042860510239e-09,-0.001026760435107743,-0.04984032013532077,-0.0001225843612975841,-0.04450567162001892,0.13370713598166106
21,220,0.22,0.13369999999999999,2.1582000000000003,0.28855134,True,1.4958333333333333,240,180,0.001351197250187397,0.016747184097766876,1.4864795048197266e-06,0.9999810457229614,0.0003209114074707031,2.157132066620723,0.0004536640080165705,4.119095106919606,0.00045366400801656864,1.9619630402988857,1.8395557323085602e-07,0.014103150792005997,0.00036965774516875094,0.025537811250736318,0.00036965774516875105,0.011434660458730327,6.282986964915846e-08,-0.0010046827801690789,0.0013882082317608396,-0.001262951067716737,0.0013882082317608396,-0.00025826828754765705,2.2037163673261266e-08,-0.0018856851028330277,4.8764925756919e-05,-0.003414634541453173,4.876492575691895e-05,-0.0015289494386201519,8.475036774001487e-09,0.28842457607388383,1.881918615756934e-05,0.5507390561203162,1.8819186157569327e-05,0.2623144800464312,2.9597665240668e-08,0.0003573979701261317,1.5886523390396968e-05,0.00035784563533525215,1.588652339039697e-05,4.4766520911960266e-07,1.0590669559556396e-08,-0.0010679333792773527,-0.0494825956481027,-0.00012676392611615794,-0.043931151425655464,0.1337074259554809
22,230,0.23,0.13369999999999999,2.2563000000000004,0.30166731,True,1.4958333333333333,240,180,0.0016851642867550254,0.020249614492058754,1.9747869828279363e-06,0.9999809861183167,0.0003292560577392578,2.2551672908994793,0.002142129251826823,4.217130813995997,0.0021421292518268224,1.9619635230965085,1.6463107308976552e-07,0.014793066322130807,0.004120169841282684,0.026227748848032206,0.004120169841282683,0.011434682525901331,8.253106983284406e-08,-0.0010916873118630007,0.0071187170678944705,-0.001349956280440286,0.007118717067894471,-0.00025826896857728974,2.201029340059922e-08,-0.001978049258953733,0.0005473459387548462,-0.003507002678331143,0.0005473459387548462,-0.0015289534193774065,1.2674756254253078e-08,0.30153373455007804,9.970527457765224e-05,0.5638482841352622,9.970527457765226e-05,0.26231454958518347,2.6408213223087364e-08,0.0003747720664378569,0.00013159489381331127,0.00037522638089437045,0.0001315948938133113,4.543144565142635e-07,7.4340819215784044e-09,-0.001132709100521101,-0.05020206091925279,-0.00013357544992198545,-0.04427906024089433,0.13370792302943102
23,240,0.24,0.13369999999999999,2.3544,0.31478328,True,1.4958333333333333,240,180,0.001631585299037397,0.019067369401454926,1.7859998706626357e-06,0.9999809265136719,0.00033724308013916016,2.3532289551364007,0.0024157042270980867,4.315192361672719,0.002415704227098086,1.9619634065363143,2.1935209825431206e-07,0.015444635482142829,0.0031422067871210812,0.02687931276159361,0.0031422067871210812,0.011434677279450828,6.58732378934963e-08,-0.0011443230376244145,0.007212230843866246,-0.0014025931464251092,0.007212230843866246,-0.0002582701088006919,2.488909613013412e-08,-0.0020651405237408094,0.0004169573112330083,-0.003594091614165033,0.00041695731123300825,-0.0015289510904242182,8.977072655572104e-09,0.3146458019812909,0.00013151795391754594,0.5769603446125984,0.00013151795391754594,0.2623145426313082,3.0781049568260086e-08,0.0003914291057488612,0.00011108629567929286,0.00039188323629938776,0.00011108629567929284,4.5413055052752803e-07,8.24849958461184e-09,-0.0011710448635993131,-0.049738568790320806,-0.00013747801870911402,-0.04367386308101054,0.13370811254659792
24,250,0.25,0.13369999999999999,2.4525,0.32789925,True,1.4958333333333333,240,180,0.0013351340312510729,0.016363155096769333,1.3935972447143286e-06,0.9999807476997375,0.00034546852111816406,2.4512808634175154,0.002518085107150078,4.413244342803955,0.0025180851071500776,1.9619634793864356,1.908363510197798e-07,0.016124663897789954,0.000552808308900617,0.027559317578561605,0.0005528083089006167,0.01143465368077159,6.693386585027744e-08,-0.0012111111951526286,0.006382963561950565,-0.0014686840663974484,0.006382963561950566,-0.00025757287124482294,3.344660938014593e-08,-0.0021560852606651443,7.337359642871789e-05,-0.0036850331496680157,7.337359642871793e-05,-0.001528947889002868,1.0910818873271986e-08,0.3277567328678254,0.00011694537416305125,0.5900712619225185,0.0001169453741630513,0.2623145290546947,2.877406090338868e-08,0.00040876098012476806,4.013631249743206e-05,0.00040921640356827993,4.013631249743201e-05,4.5542344351032526e-07,7.0062810478757955e-09,-0.0012191365824847367,-0.04970995239489242,-0.00014251713217455775,-0.04346369568535389,0.13370835539868534
25,260,0.26,0.13369999999999999,2.5506,0.34101522,True,1.4958333333333333,240,180,0.0014858855865895748,0.018582262098789215,1.7651744883551146e-06,0.9999806880950928,0.00035190582275390625,2.5493470264805707,0.0014867064434049,4.511310940980911,0.0014867064434049002,1.9619639145003425,1.959371342502835e-07,0.01681624119713289,0.0034112205824987575,0.028250888638043155,0.003411220582498758,0.011434647440910339,5.6143420389751103e-08,-0.0012241697610230991,0.006324250952382072,-0.0014817396292376847,0.0063242509523820725,-0.00025756986821458364,3.018517874049155e-08,-0.002248520111121853,0.0004519778581308004,-0.0037774679134599865,0.0004519778581308005,-0.0015289478023381283,1.0435892248305535e-08,0.34086800217628327,7.325769597635408e-05,0.6031825795769692,7.325769597635406e-05,0.26231457740068437,2.5294975677533113e-08,0.000426714915004016,0.00012740806132712553,0.00042716991410998164,0.00012740806132712553,4.5499910596744384e-07,7.161794848941433e-09,-0.0012529735194295455,-0.049124657705228,-0.00014721782371673875,-0.043170455476074863,0.13370796468100266
26,270,0.27,0.13369999999999999,2.6487000000000003,0.35413119,True,1.4958333333333333,240,180,0.0012648135889321566,0.012703809887170792,1.4065079767533462e-06,0.9999805688858032,0.00036025047302246094,2.6473825686507775,2.7355534358821377e-05,4.609345608949662,2.7355534358821356e-05,1.9619630402988857,1.8395557323085602e-07,0.01749388693262718,3.477161575731313e-05,0.02892854739135752,3.477161575731312e-05,0.011434660458730327,6.282986964915846e-08,-0.00134793496723028,4.056136942947149e-05,-0.0016062032547779382,4.056136942947147e-05,-0.00025826828754765705,2.2037163673261266e-08,-0.0023390484782996553,4.676367420909996e-06,-0.0038679979169198003,4.6763674209099995e-06,-0.0015289494386201519,8.475036774001487e-09,0.3539783934752144,3.268071221030849e-06,0.6162928735216459,3.2680712210308453e-06,0.2623144800464312,2.9597665240668e-08,0.0004436659992557486,7.963844585056282e-07,0.00044411366446486984,7.963844585056282e-07,4.4766520911960266e-07,1.0590669559556396e-08,-0.0013174313492227974,-0.04973879069818391,-0.00015279652478555894,-0.04314687017135061,0.13370881778360327
27,280,0.28,0.13369999999999999,2.7468000000000004,0.36724716,True,1.4958333333333333,240,180,0.0012043857714161277,0.011900150217115879,1.4637309959653066e-06,0.9999806880950928,0.0003666877746582031,2.7454341106944633,5.953777025231188e-07,4.707397150993347,5.953777025231188e-07,1.9619630402988857,1.8395557323085602e-07,0.01818542110009323,2.898513594116872e-07,0.029620081558823584,2.898513594116884e-07,0.011434660458730327,6.282986964915846e-08,-0.0014127866057808398,1.2884653860583024e-07,-0.0016710548933284977,1.2884653860583032e-07,-0.00025826828754765705,2.2037163673261266e-08,-0.0024316693358640775,2.8964532014268778e-08,-0.003960618774484222,2.896453201426874e-08,-0.0015289494386201519,8.475036774001487e-09,0.3670896733800569,8.96712091103709e-08,0.6294041534264883,8.967120911037056e-08,0.2623144800464312,2.9597665240668e-08,0.000461314793177632,2.1291650464122744e-08,0.00046176245838675336,2.1291650464122727e-08,4.4766520911960266e-07,1.0590669559556396e-08,-0.0013658893055370491,-0.04972656565956928,-0.00015748661994313684,-0.042883005533150165,0.13370915439205378
28,290,0.29,0.13369999999999999,2.8449,0.38036312999999994,True,1.4958333333333333,240,180,0.0012355296639725566,0.0123426653444767,1.4297545476438245e-06,0.9999804496765137,0.00037539005279541016,2.843486562040134,9.01437515958649e-06,4.80544972817103,9.014375159586475e-06,1.9619631661309136,2.0093809201680377e-07,0.018879036985648176,3.287506239628694e-05,0.030313678652358553,3.287506239628694e-05,0.011434641666710377,5.6103843098053557e-08,-0.0014882650693632715,4.582205343377329e-05,-0.001746536213613581,4.5822053433773285e-05,-0.0002582711442503043,2.5835865052412924e-08,-0.0025243314384068784,4.365269845685461e-06,-0.004053276924726863,4.365269845685464e-06,-0.0015289454863199757,7.464713194950723e-09,0.38020010698172685,5.627142371935711e-07,0.6425146140158177,5.627142371935708e-07,0.2623145070340898,3.341130233402127e-08,0.0004789208321014391,1.0333228409200059e-06,0.0004793738175067119,1.0333228409200063e-06,4.529854052748306e-07,9.765447038412675e-09,-0.0014134379598660374,-0.04968322119814536,-0.00016302301827308963,-0.042859837196389056,0.13370912739919627
29,300,0.3,0.13369999999999999,2.943,0.39347909999999997,True,1.4958333333333333,240,180,0.0012687910348176956,0.01285884715616703,1.4803096064497367e-06,0.9999803900718689,0.00038313865661621094,2.941537084844363,3.674538523182334e-05,4.903500491380692,3.6745385231823344e-05,1.9619634065363143,1.804296373844166e-07,0.019578095685897624,8.260718001064177e-05,0.031012741647039852,8.260718001064177e-05,0.01143464596114225,7.703364629790338e-08,-0.0015596899014781189,0.0001567072668982996,-0.001817953123342401,0.00015670726689829962,-0.0002582632218642781,1.621253531195435e-08,-0.002617799722874128,1.0966450760493802e-05,-0.004146745183970779,1.0966450760493814e-05,-0.001528945461096656,8.786618138716374e-09,0.3933102990190179,8.722483758345757e-06,0.6556248401602109,8.72248375834576e-06,0.2623145411411921,2.3804367414141805e-08,0.0004966523856465567,3.2820169262834798e-06,0.0004971069977424728,3.2820169262834798e-06,4.5461209591874445e-07,7.4109518206738645e-09,-0.0014629151556371234,-0.049708296148050404,-0.00016880098098209784,-0.04289960533662343,0.13370910774692069
30,310,0.31,0.13369999999999999,3.0411,0.40659506999999995,True,1.4958333333333333,240,180,0.001222980790771544,0.01279505342245102,1.4143794260235154e-06,0.9999802708625793,0.0003908872604370117,3.0395887136459483,0.0002129621523590416,5.0015523036321,0.00021296215235904156,1.9619635899861654,2.1547022552156396e-07,0.020276521205798547,0.0005359601543721678,0.031711175378101565,0.0005359601543721676,0.011434654172302949,6.307501690187985e-08,-0.001638139346485135,0.001368911285253856,-0.0018964163779552716,0.0013689112852538561,-0.0002582770314701419,2.7939913135422082e-08,-0.0027111782976943677,7.087315093187198e-05,-0.0042401270164797705,7.087315093187192e-05,-0.0015289487187854119,8.59294971024149e-09,0.4064223434362159,1.1285970559724655e-05,0.6687369130551815,1.1285970559724677e-05,0.2623145696189668,3.140562990291245e-08,0.0005144023408040748,1.2071444021227604e-05,0.0005148564186432243,1.2071444021227608e-05,4.5407783915152323e-07,7.616216312458398e-09,-0.001511286354051844,-0.04969538502686015,-0.0001727265637840314,-0.04248122432572324,0.13370965012852593
31,320,0.32,0.13369999999999999,3.1392,0.41971104,True,1.4958333333333333,240,180,0.001224735053256154,0.012259837239980698,1.4336318372443202e-06,0.9999802112579346,0.00040018558502197266,3.137641067637346,1.6973924794238786e-05,5.099604771534602,1.69739247942388e-05,1.9619637038972644,1.6427302889643646e-07,0.020974416782458594,5.610858980538332e-05,0.032409061258658764,5.610858980538331e-05,0.011434644476200144,6.155964921703938e-08,-0.0017209370782236776,4.781601373266228e-05,-0.001979208999546245,4.7816013732662276e-05,-0.00025827192132257755,2.7946804028020203e-08,-0.0028045388792331126,7.450562059343818e-06,-0.00433348654769361,7.450562059343819e-06,-0.0015289476684605082,9.649839322333847e-09,0.4195338175528589,2.290691135706498e-06,0.6818484050532182,2.2906911357064937e-06,0.2623145875003603,2.4802503336509078e-08,0.0005323584715414282,1.710043075289956e-06,0.000532812988240039,1.7100430752899549e-06,4.545166986089397e-07,7.586269893942046e-09,-0.0015589323626543639,-0.04966017974816398,-0.00017722244714107882,-0.042224871459440004,0.13370994594635685
32,330,0.33,0.13369999999999999,3.2373000000000003,0.43282701,True,1.4958333333333333,240,180,0.0012486801715567708,0.01362126786261797,1.591780460330483e-06,0.9999799728393555,0.00040853023529052734,3.235690269205301,0.0007912282660453914,5.197654016812643,0.0007912282660453914,1.961963747607337,1.83898021167742e-07,0.0216758330870006,0.0056725152499131695,0.03311048783361912,0.00567251524991317,0.011434654746618535,6.776283366890218e-08,-0.0018035776501569116,0.006504521170500571,-0.00206184566865583,0.006504521170500569,-0.00025826801849891326,2.173528157133578e-08,-0.002898289195662883,0.000752780757603706,-0.004427237115063084,0.0007527807576037061,-0.001528947919400202,9.725053985433594e-09,0.43264487021499337,0.0001444398370550386,0.6949594621857007,0.00014443983705503868,0.2623145919707086,2.6122744678950912e-08,0.0005502469264102815,0.00019920050630310672,0.0005507037662027869,0.00019920050630310672,4.568397925039689e-07,6.8047084427807515e-09,-0.0016097307946991712,-0.0497244862910194,-0.00018213978500664085,-0.042081427637023126,0.13371022385317885
33,340,0.34,0.13369999999999999,3.3354000000000004,0.44594298,True,1.4958333333333333,240,180,0.001353970728814602,0.015520056709647179,1.8743504597296123e-06,0.9999798536300659,0.00041747093200683594,3.333737191226766,0.0013663029563481435,5.295700357357661,0.0013663029563481435,1.9619631661309136,2.0093809201680377e-07,0.02233664010030528,0.009693935085340956,0.03377128176701565,0.009693935085340957,0.011434641666710377,5.6103843098053557e-08,-0.0019367430048302112,0.011506065139771754,-0.002195014149080521,0.011506065139771754,-0.0002582711442503043,2.5835865052412924e-08,-0.002986692502680742,0.0012862863495129884,-0.004515637989000728,0.0012862863495129882,-0.0015289454863199757,7.464713194950723e-09,0.4457575664752049,0.00023444640056842015,0.7080720735092958,0.00023444640056842017,0.2623145070340898,3.341130233402127e-08,0.0005669029944741081,0.0003338336890745253,0.0005673559798793804,0.0003338336890745254,4.529854052748306e-07,9.765447038412675e-09,-0.0016628087732342145,-0.049853354117473596,-0.0001854135247950639,-0.041577854817910556,0.13371106986126063
34,350,0.35000000000000003,0.13369999999999999,3.4335000000000004,0.45905895,True,1.4958333333333333,240,180,0.0012192828580737114,0.01214805617928505,1.5533165651504532e-06,0.9999798536300659,0.0004266500473022461,3.4317961083518322,0.0022621494681783053,5.393759274482727,0.002262149468178307,1.9619631661309136,2.0093809201680377e-07,0.023084824912560482,0.00824878752071129,0.03451946657927086,0.00824878752071129,0.011434641666710377,5.6103843098053557e-08,-0.0019817268201020597,0.012225082440735174,-0.0022399979643523693,0.012225082440735176,-0.0002582711442503043,2.5835865052412924e-08,-0.00308667688352417,0.001094440047029305,-0.004615622369844156,0.0010944400470293046,-0.0015289454863199757,7.464713194950723e-09,0.45886785669459135,0.00024145544058211155,0.7211823637286822,0.00024145544058211169,0.2623145070340898,3.341130233402127e-08,0.0005860992302402249,0.0002903846224935823,0.0005865522156454972,0.00029038462249358254,4.529854052748306e-07,9.765447038412675e-09,-0.0017038916481681987,-0.04962550307756512,-0.00019109330540867386,-0.041627182175333656,0.13371069906451086
35,360,0.36,0.13369999999999999,3.5316,0.47217491999999994,True,1.4958333333333333,240,180,0.0012874312233179808,0.015971357002854347,1.8927407836599741e-06,0.9999796748161316,0.0004363059997558594,3.52984817624094,0.004004167624740038,5.491812094052633,0.0040041676247400395,1.9619639178117116,2.2016293289018435e-07,0.023805343401100805,0.0119538117835913,0.035239990800619125,0.0119538117835913,0.011434647399518225,6.621348784402554e-08,-0.002073965626186679,0.01912796399935602,-0.0023315434479930747,0.019127963999356016,-0.0002575778218063836,2.985455083093453e-08,-0.0031829407480674556,0.0015843013169123791,-0.004711887388839387,0.00158430131691238,-0.001528946640771917,9.043078896624837e-09,0.4719783567720003,0.00027227354965795247,0.7342929368217787,0.00027227354965795236,0.2623145800497797,2.7708163203335548e-08,0.0006047597604009552,0.0004312181611706118,0.0006052143492524919,0.0004312181611706119,4.545888515394836e-07,7.270042860510239e-09,-0.0017518237590601338,-0.04960425187054405,-0.00019656322799965764,-0.04162932414954561,0.13371066777003046
36,370,0.37,0.13369999999999999,3.6297,0.48529089,True,1.4958333333333333,240,180,0.0011772217694669962,0.012890065088868141,1.6712235719751334e-06,0.9999797344207764,0.0004413127899169922,3.627899484501962,0.0009121317100286477,5.589862793684006,0.0009121317100286477,1.9619633091820612,2.2501852612226554e-07,0.024519410845823632,0.006110133186407108,0.03595408470525096,0.006110133186407106,0.011434673859427372,6.11082727147931e-08,-0.0021481233975565515,0.007091093432131901,-0.0024063906971908485,0.007091093432131901,-0.000258267299634301,2.3369370385980107e-08,-0.0032785512901480395,0.0008083603388846153,-0.004807500201665486,0.0008083603388846155,-0.0015289489115174447,8.942048511278656e-09,0.48509084888630694,0.00019684835508727668,0.7474053757886092,0.00019684835508727654,0.2623145269023048,3.240611951700966e-08,0.0006227325937309231,0.00023704072590165017,0.0006231876851719183,0.00023704072590164995,4.5509144099595586e-07,9.283177040180573e-09,-0.0018005154980382798,-0.04960507750057249,-0.00020004111369303912,-0.04122086728086718,0.13371121525239837
37,380,0.38,0.13369999999999999,3.7278000000000002,0.49840685999999995,True,1.4958333333333333,240,180,0.0012151888804510236,0.012370306998491287,1.5367172636615578e-06,0.9999794363975525,0.00044929981231689453,3.725949703322535,0.0020411224855008637,5.687913310527802,0.0020411224855008637,1.961963607205285,2.1287129999429622e-07,0.025236280280579358,0.011171880414997606,0.036670947020562984,0.0111718804149976,0.011434666739983692,5.639608275898048e-08,-0.002236044530420467,0.0149053031419408,-0.002494316598555694,0.014905303141940798,-0.0002582720681352334,2.4434703622182398e-08,-0.003374290469218985,0.0014814848573639304,-0.004903242173410641,0.0014814848573639287,-0.0015289517041916648,1.0005214941001169e-08,0.49820121261808786,0.00025313639677858964,0.7605157787601153,0.00025313639677858936,0.26231456614202925,2.7432204496842828e-08,0.0006410542358425333,0.00039895185651958923,0.0006415089046640787,0.00039895185651958923,4.5466882154540954e-07,8.921402476078814e-09,-0.0018502966774653906,-0.04963508443224933,-0.00020564738191208853,-0.041260945307231234,0.1337112017840251
38,390,0.39,0.13369999999999999,3.8259000000000003,0.51152283,True,1.4958333333333333,240,180,0.001233934424817562,0.012560511939227581,1.6545154721825384e-06,0.9999793767929077,0.0004583597183227539,3.8239974531862586,0.0015912259893150842,5.785961165030797,0.0015912259893150836,1.9619637118445503,2.3011199967094357e-07,0.02591903069211791,0.010447340656358377,0.03735367422147343,0.010447340656358377,0.011434643529355526,6.221044125648401e-08,-0.0023863839116933707,0.013109928230125219,-0.0026439488616839904,0.013109928230125217,-0.00025756494999061233,2.7334968721453208e-08,-0.003465645508711334,0.0013857239165027517,-0.004994592186994851,0.0013857239165027521,-0.001528946678283521,1.057571059839333e-08,0.5113148529496432,0.0002567647953018562,0.7736294093231361,0.0002567647953018561,0.2623145563734902,2.4749097561271877e-08,0.0006580801511717043,0.0003678431371625281,0.000658536606412478,0.00036784313716252794,4.5645524077523684e-07,6.560232634980125e-09,-0.00190254681374169,-0.04972808525423273,-0.00020797705035680014,-0.04065841017434161,0.13371213218868694
39,400,0.4,0.13369999999999999,3.9240000000000004,0.5246388,True,1.4958333333333333,240,180,0.0012641077628359199,0.013960176147520542,1.7058738421837916e-06,0.9999792575836182,0.00046813488006591797,3.92205450269909,0.001604438697437298,5.884018375476201,0.0016044386974372986,1.9619638727770912,2.9609602858707605e-07,0.026696619611336805,0.010218854422429112,0.038131303270347416,0.010218854422429112,0.011434683659010464,6.585719447217758e-08,-0.0024225469059375527,0.012636893364132479,-0.002680824643660647,0.012636893364132479,-0.0002582777377230943,2.825752592310291e-08,-0.0035695579614386675,0.001356142240393632,-0.00509851238069435,0.001356142240393632,-0.0015289544192556707,1.0727256260924669e-08,0.5244250244564496,0.0002518437831234606,0.786739627023538,0.0002518437831234606,0.26231460256708994,3.584832077893125e-08,0.0006782096610152172,0.0003629165076402973,0.0006786625623741808,0.00036291650764029733,4.5290135896417876e-07,8.788373837124356e-09,-0.001945497300910315,-0.04957944191922311,-0.00021377554355039852,-0.04074718521588539,0.13371181458481757
40,410,0.41000000000000003,0.13369999999999999,4.022100000000001,0.53775477,True,1.4958333333333333,240,180,0.0012271105078980327,0.012569521553814411,1.545061650176649e-06,0.9999791383743286,0.0004754066467285156,4.020106820265475,0.0017678872279061524,5.982070738077164,0.001767887227906152,1.9619639178117116,2.2016293289018435e-07,0.027417874245697322,0.012380228646867669,0.03885252164521565,0.012380228646867672,0.011434647399518225,6.621348784402554e-08,-0.0025219063885742743,0.015812241094905824,-0.0027794842103806634,0.015812241094905834,-0.0002575778218063836,2.985455083093453e-08,-0.0036659925189774507,0.0016419172018621617,-0.0051949391597493864,0.001641917201862161,-0.001528946640771917,9.043078896624837e-09,0.53753724553519,0.0003191573259775507,0.7998518255849679,0.00031915732597755087,0.2623145800497797,2.7708163203335548e-08,0.0006964853558552432,0.0004348089437293539,0.0006969399447067796,0.000434808943729354,4.545888515394836e-07,7.270042860510239e-09,-0.0019931797345256186,-0.049555698130966865,-0.00021752446481004828,-0.04045049471342639,0.133712179692701
41,420,0.42,0.13369999999999999,4.1202,0.5508707399999999,True,1.4958333333333333,240,180,0.001247865380719304,0.012785257771611214,1.634281943552196e-06,0.9999790787696838,0.00048339366912841797,4.118158817291284,0.0014050993049049612,6.080122735102972,0.0014050993049049604,1.9619639178117116,2.2016293289018435e-07,0.028155167116266054,0.01446428498851476,0.03958981451578438,0.014464284988514766,0.011434647399518225,6.621348784402554e-08,-0.0026151014365799067,0.016736229599667307,-0.002872679258386294,0.016736229599667307,-0.0002575778218063836,2.985455083093453e-08,-0.0037645952614386276,0.0019187610230438031,-0.005293541902210564,0.001918761023043803,-0.001528946640771917,9.043078896624837e-09,0.5506481082075189,0.0003947716689598143,0.8129626882572969,0.00039477166895981444,0.2623145800497797,2.7708163203335548e-08,0.0007154793539835238,0.0004958450007794571,0.0007159339428350601,0.0004958450007794569,4.545888515394836e-07,7.270042860510239e-09,-0.002041182708715894,-0.04954086473268031,-0.00022263179248105391,-0.04041452491759754,0.1337122079642638
42,430,0.43,0.13369999999999999,4.2183,0.56398671,True,1.4958333333333333,240,180,0.0012106816284358501,0.013209975324571133,1.408204070685315e-06,0.9999788999557495,0.0004934072494506836,4.2162128786246145,0.0015701715612488974,6.1781766752401985,0.0015701715612488972,1.9619637966156005,1.879169580254268e-07,0.028892165251697056,0.007129194107716493,0.04032678613439202,0.0071291941077164965,0.01143462088269492,5.957890712376131e-08,-0.002719707322022353,0.008524556886721461,-0.0029772744189055325,0.008524556886721463,-0.0002575670968831724,2.81190368763013e-08,-0.0038631192557254815,0.0009459340422329105,-0.0053920637078893685,0.0009459340422329103,-0.0015289444521638669,7.651666622721119e-09,0.5637613731126017,0.00018527487136204413,0.826075938095649,0.00018527487136204407,0.26231456498305,1.994852443542025e-08,0.0007334461071374018,0.00025370570360128554,0.0007339030678849667,0.0002537057036012855,4.5696074756228376e-07,6.256666446474809e-09,-0.002087121375385692,-0.04947778430613498,-0.0002253368873983419,-0.03995429030558927,0.13371273921455984
43,440,0.44,0.13369999999999999,4.316400000000001,0.57710268,True,1.4958333333333333,240,180,0.0012623186921700835,0.013112462125718594,1.5389372265417478e-06,0.9999788999557495,0.0005016326904296875,4.314265127314457,0.0021747927386630422,6.276229023933411,0.002174792738663043,1.961963896618949,1.9778215633351501e-07,0.02962109368915371,0.015901680823592734,0.041055743924031655,0.015901680823592734,0.011434650234878063,6.316693514075029e-08,-0.0028217612220841,0.01913064211231816,-0.0030800482413421075,0.01913064211231816,-0.00025828701925800286,3.230746204889268e-08,-0.003960613694572316,0.002108125262153383,-0.005489567359715389,0.0021081252621533834,-0.0015289536651430858,1.0152581548470367e-08,0.5768721092078403,0.0003721842966239366,0.8391867081324259,0.0003721842966239368,0.26231459892458386,2.315572095263602e-08,0.0007516669560148343,0.0005547790509306254,0.0007521191855630605,0.000554779050930625,4.522295482287417e-07,7.286020669841826e-09,-0.002134872685543243,-0.04945956550697903,-0.0002305707921597122,-0.03995316607431319,0.13371271634549067
44,450,0.45,0.13369999999999999,4.4145,0.59021865,True,1.4958333333333333,240,180,0.0012095327256247401,0.012346826493740082,1.507247134213685e-06,0.99997878074646,0.0005080699920654297,4.4123161004649285,0.0016078866922815108,6.374279443422953,0.0016078866922815105,1.9619633429580265,2.1843328289484862e-07,0.030367691866639467,0.011342521754339835,0.041802365720892944,0.011342521754339831,0.011434673854253358,6.93281135227069e-08,-0.0029143963691441997,0.014243664711573713,-0.0031726739718578754,0.014243664711573728,-0.00025827760271365856,3.994790573307208e-08,-0.0040603720156165285,0.0015055459094754614,-0.005589325578572849,0.0015055459094754616,-0.0015289535629563033,9.6200783511402e-09,0.5899837713274709,0.00028919616945145176,0.8522983046869437,0.0002891961694514519,0.26231453335947463,3.375727049627813e-08,0.0007708154469709254,0.0004004706299208718,0.0007712663376878481,0.00040047062992087153,4.5089071692119533e-07,8.67550629704756e-09,-0.0021838995350718093,-0.049471050743500035,-0.0002348786725290264,-0.03979519666635854,0.1337129430199491
45,460,0.46,0.13369999999999999,4.512600000000001,0.60333462,True,1.4958333333333333,240,180,0.0014266088837757707,0.01565440185368061,1.667286937845347e-06,0.9999786615371704,0.0005193948745727539,4.510360546244524,0.0022604734929808413,6.472324011723201,0.0022604734929808413,1.9619634654786853,2.0741855867674965e-07,0.031067803223979718,0.012379434932253372,0.04250247991876677,0.012379434932253377,0.011434676694787212,7.657529724191784e-08,-0.0030905159374621243,0.016309592101725123,-0.0033487960220857835,0.016309592101725126,-0.00025828008462364473,3.9105595219635795e-08,-0.004154142714590616,0.0016417681244508269,-0.005683095633382133,0.0016417681244508266,-0.0015289529187915226,1.2169475187267335e-08,0.6030972700152109,0.00029927503917912197,0.8654118197659652,0.00029927503917912186,0.2623145497507519,3.1510782975819205e-08,0.0007873167552798726,0.00043830594872815653,0.0007877699847388916,0.00043830594872815653,4.5322945901994496e-07,7.771286342885544e-09,-0.002239453755477072,-0.04962668429457678,-0.00023734998478919245,-0.03933969258869853,0.1337137605368089
